Entry	Entry Name	Protein names	Gene Names	Mass	Interacts with	Subunit structure
P0ADN2	YIFE_ECOLI	UPF0438 protein YifE	yifE b3764 JW3737	13134		
P0ADQ2	FABY_ECOLI	Probable acyltransferase FabY (EC 2.3.1.-)	fabY yiiD b3888 JW3859	37094		
P0ADQ7	YGAM_ECOLI	Uncharacterized protein YgaM	ygaM b2672 JW2647	11847		SUBUNIT: Upon overexpression binds to ribosomes.
P0ADT5	YGIC_ECOLI	Putative acid--amine ligase YgiC (EC 6.3.1.-)	ygiC b3038 JW3006	45026		
P0ADU5	YGIW_ECOLI	Protein YgiW	ygiW b3024 JW2992	14011		
P0ADW6	YHCC_ECOLI	Protein YhcC	yhcC b3211 JW3178	34607		
P0ADX9	RSMD_ECOLI	Ribosomal RNA small subunit methyltransferase D (EC 2.1.1.171) (16S rRNA m2G966 methyltransferase) (rRNA (guanine-N(2)-)-methyltransferase)	rsmD yhhF b3465 JW3430	21678	P0A6Y8; P0CE47	
P0AE26	ARAH_ECOLI	L-arabinose transport system permease protein AraH	araH b4460 JW1887	34211		
P0AE30	ARTM_ECOLI	Arginine ABC transporter permease protein ArtM	artM b0861 JW0845	24914		SUBUNIT: The complex is composed of two ATP-binding proteins (ArtP), two transmembrane proteins (ArtM and ArtQ) and two solute-binding proteins (ArtJ and ArtI). {ECO:0000305|PubMed:8801422}.
P0AE34	ARTQ_ECOLI	Arginine ABC transporter permease protein ArtQ	artQ b0862 JW0846	26217		SUBUNIT: The complex is composed of two ATP-binding proteins (ArtP), two transmembrane proteins (ArtM and ArtQ) and two solute-binding proteins (ArtJ and ArtI). {ECO:0000305|PubMed:8801422}.
P0AE37	ASTA_ECOLI	Arginine N-succinyltransferase (AST) (EC 2.3.1.109) (AOST)	astA ydjV b1747 JW1736	38456		
P0AE39	YPDB_ECOLI	Transcriptional regulatory protein YpdB	ypdB b2381 JW2378	28721		
P0AE45	PAEA_ECOLI	Polyamine export protein	paeA ytfL b4218 JW4177	49763		
P0AE56	BFD_ECOLI	Bacterioferritin-associated ferredoxin	bfd yheA b3337 JW3299	7363		SUBUNIT: Monomer.
P0AE60	CEDA_ECOLI	Cell division activator CedA	cedA ydjP b1731 JW1720	9377		SUBUNIT: In pull-down experiments interacts with aceE, dnaK, glmS, lpp, rplB, rplC, rpoB, ybcJ, zwf. {ECO:0000269|PubMed:28818726}.
P0AE95	CSGE_ECOLI	Curli production assembly/transport component CsgE	csgE b1039 JW1022	14879	P0AE95; P0AEA2	
P0AE98	CSGF_ECOLI	Curli production assembly/transport component CsgF	csgF b1038 JW1021	15056		
P0AEB0	CYSW_ECOLI	Sulfate transport system permease protein CysW	cysW b2423 JW2416	32538		SUBUNIT: The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP). {ECO:0000305}.
P0AED9	DCM_ECOLI	DNA-cytosine methyltransferase (EC 2.1.1.37) (Type II methyltransferase M.EcoKDcm) (M.EcoKDcm)	dcm mec b1961 JW1944	53465	P06959	
P0AEH5	ELAB_ECOLI	Protein ElaB	elaB yfbD b2266 JW2261	11306	P0AEY3	SUBUNIT: Upon overexpression binds to ribosomes.
P0AEK0	EXOX_ECOLI	Exodeoxyribonuclease 10 (EC 3.1.11.-) (Exodeoxyribonuclease X) (Exo X) (Exonuclease X)	exoX yobC b1844 JW1833	25133		
P0AEL3	FEOA_ECOLI	Fe(2+) transport protein A (Ferrous iron transport protein A)	feoA b3408 JW3371	8371		SUBUNIT: Monomer. {ECO:0000269|PubMed:23104801}.
P0AEL6	FEPB_ECOLI	Ferric enterobactin-binding periplasmic protein FepB	fepB b0592 JW0584	34283		SUBUNIT: The complex is composed of two ATP-binding proteins (FepC), two transmembrane proteins (FepD and FepG) and a solute-binding protein (FepB). {ECO:0000305|PubMed:1479347}.
P0AEM4	FLGM_ECOLI	Negative regulator of flagellin synthesis (Anti-sigma-28 factor)	flgM b1071 JW1058	10341	P0AEM6	
P0AEP1	GALP_ECOLI	Galactose-proton symporter (Galactose transporter)	galP b2943 JW2910	50983		
P0AEQ3	GLNH_ECOLI	Glutamine-binding periplasmic protein (GlnBP)	glnH b0811 JW0796	27190		
P0AEQ6	GLNP_ECOLI	Glutamine transport system permease protein GlnP	glnP b0810 JW0795	24364		
P0AEU3	HISM_ECOLI	Histidine/lysine/arginine/ornithine transport system permease protein HisM	hisM b2307 JW2304	26870		SUBUNIT: The HisPMQJ complex is composed of two ATP-binding proteins (HisP), two transmembrane proteins (HisM and HisQ) and a solute-binding protein (HisJ). The HisPMQ-ArgT complex is composed of two ATP-binding proteins (HisP), two transmembrane proteins (HisM and HisQ) and a solute-binding protein (ArgT). {ECO:0000250|UniProtKB:P0A2I7}.
P0AEW1	HYFE_ECOLI	Hydrogenase-4 component E (EC 1.-.-.-)	hyfE b2485 JW2470	23361		
P0AEW4	CPDA_ECOLI	3',5'-cyclic adenosine monophosphate phosphodiesterase CpdA (3',5'-cyclic AMP phosphodiesterase) (cAMP phosphodiesterase) (EC 3.1.4.53)	cpdA icc b3032 JW3000	30938		
P0AEX3	KGTP_ECOLI	Alpha-ketoglutarate permease	kgtP witA b2587 JW2571	47052		
P0AEX5	KPPR_ECOLI	Probable phosphoribulokinase (PRK) (PRKase) (EC 2.7.1.19) (Phosphopentokinase)	prkB yhfF b3355 JW3318	32344		
P0AF01	MODB_ECOLI	Molybdenum transport system permease protein ModB	modB chlJ b0764 JW0747	24939		
P0AF08	APBC_ECOLI	Iron-sulfur cluster carrier protein	mrp b2113 JW2100	39938		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02040}.
P0AF10	MTLR_ECOLI	Mannitol operon repressor (Mannitol repressor protein)	mtlR b3601 JW3575	21990		SUBUNIT: Homodimer. Can also form higher level multimer aggregates. {ECO:0000269|PubMed:19840941}.
P0AF20	NAGC_ECOLI	N-acetylglucosamine repressor	nagC nagR b0676 JW0662	44541		
P0AF40	YIJD_ECOLI	Inner membrane protein YijD	yijD b3964 JW3936	13024		
P0AF63	NSRR_ECOLI	HTH-type transcriptional repressor NsrR	nsrR yjeB b4178 JW4136	15593		
P0AF96	TABA_ECOLI	Toxin-antitoxin biofilm protein TabA	tabA yjgK b4252 JW5756	16865		
P0AFA5	NFRB_ECOLI	Bacteriophage adsorption protein B (Bacteriophage N4 adsorption protein B)	nfrB b0569 JW0558	85319		
P0AFH2	OPPB_ECOLI	Oligopeptide transport system permease protein OppB	oppB b1244 JW1236	33443		
P0AFH6	OPPC_ECOLI	Oligopeptide transport system permease protein OppC	oppC b1245 JW1237	33022		
P0AFH8	OSMY_ECOLI	Osmotically-inducible protein Y	osmY b4376 JW4338	21074		
P0AFK0	PMBA_ECOLI	Metalloprotease PmbA (EC 3.4.-.-) (Protein TldE)	pmbA tldE b4235 JW4194	48370		
P0AFK2	PNUC_ECOLI	Nicotinamide riboside transporter PnuC	pnuC b0751 JW0734	26996		
P0AFM9	PSPB_ECOLI	Phage shock protein B	pspB b1305 JW1298	8763	P0AFN2	SUBUNIT: Interacts with PspA; could bind PspA only in the presence of PspC. {ECO:0000269|PubMed:12562786}.
P0AFQ7	YCFH_ECOLI	Uncharacterized metal-dependent hydrolase YcfH (EC 3.1.-.-)	ycfH b1100 JW1086	29809	P15877	
P0AFR7	YCJO_ECOLI	Inner membrane ABC transporter permease protein YcjO	ycjO b1311 JW1304	33225		
P0AFS1	LSRD_ECOLI	Autoinducer 2 import system permease protein LsrD (AI-2 import system permease protein LsrD)	lsrD ydeZ b1515 JW1508	34456		SUBUNIT: The complex is composed of two ATP-binding proteins (LsrA), two transmembrane proteins (LsrC and LsrD) and a solute-binding protein (LsrB). {ECO:0000305}.
P0AFU0	YEJB_ECOLI	Inner membrane ABC transporter permease protein YejB	yejB b2178 JW2166	40360		
P0AFV2	YHID_ECOLI	Putative magnesium transporter YhiD	yhiD yhhE b3508 JW5670	23213		
P0AFV8	PSPD_ECOLI	Phage shock protein D	pspD b1307 JW1300	8042		
P0AG14	SOHB_ECOLI	Probable protease SohB (EC 3.4.21.-)	sohB b1272 JW1264	39366		
P0AG34	RHTB_ECOLI	Homoserine/homoserine lactone efflux protein	rhtB yigK b3824 JW5585	22427		
P0AG38	RHTC_ECOLI	Threonine efflux protein	rhtC yigJ b3823 JW5586	22474		
P0AG84	YGHA_ECOLI	Uncharacterized oxidoreductase YghA (EC 1.-.-.-)	yghA b3003 JW2972	31488		
P0AGG8	TLDD_ECOLI	Metalloprotease TldD (EC 3.4.-.-)	tldD yhdO b3244 JW3213	51364		
P0AGH8	PSTC_ECOLI	Phosphate transport system permease protein PstC	pstC phoW b3727 JW3705	34121		
P0AGI4	XYLH_ECOLI	Xylose transport system permease protein XylH	xylH b3568 JW3540	41031		
P0AGI8	TRKA_ECOLI	Trk system potassium uptake protein TrkA (K(+)-uptake protein TrkA)	trkA b3290 JW3251	50368	P69829	
P0AGJ2	TRMH_ECOLI	tRNA (guanosine(18)-2'-O)-methyltransferase (EC 2.1.1.34) (tRNA [Gm18] methyltransferase)	trmH spoU b3651 JW3626	25343		
P0AGK4	YHBY_ECOLI	RNA-binding protein YhbY	yhbY b3180 JW3147	10784	P0AG30	
P0C8J8	GATZ_ECOLI	D-tagatose-1,6-bisphosphate aldolase subunit GatZ	gatZ b2095 JW2082	47109		SUBUNIT: Forms a complex with GatY.
P0C8K0	KBAZ_ECOLI	D-tagatose-1,6-bisphosphate aldolase subunit KbaZ	kbaZ agaZ yhaX b3132 JW3101	47192		SUBUNIT: Forms a complex with KbaY.
P0CB39	EPTC_ECOLI	Phosphoethanolamine transferase EptC (EC 2.7.-.-)	eptC cptA yijP b3955 JW3927	66610		SUBUNIT: Forms a complex with an unidentified protein of approximately 36 kDa. {ECO:0000269|PubMed:16079137}.
P0CE44	UIDB_ECOLI	Glucuronide carrier protein homolog	uidB gusB uidP b1616 JW1608	49908		
P0CF88	INSI1_ECOLI	Transposase InsI for insertion sequence element IS30A	insI1 b0256 JW0246	44267		
P0CK95	ACFD_ECOLI	Putative lipoprotein AcfD homolog	yghJ b4466 JW5925 ECK2968	167246		
P0DKB3	MNTS_ECOLI	Small protein MntS	mntS rybA b4705 JW0800.1	5031		
P0DP21	YJIP_ECOLI	Putative inactive recombination-promoting nuclease-like protein YjiP	yjiP rpnD b4338 JW5953	12078		
P0DP70	PHNE2_ECOLI	Putative cryptic phosphonate transport system permease protein PhnE2	phnE phnE2 b4103 JW4065	13335		SUBUNIT: If the reading frame is restored, the complex is composed of two ATP-binding proteins (PhnC), two transmembrane proteins (PhnE) and a solute-binding protein (PhnD) (Probable). {ECO:0000305}.
P0DP89	ILVGP_ECOLI	Putative acetolactate synthase isozyme 2 large subunit (AHAS-II) (ALS-II) (Acetohydroxy-acid synthase II large subunit)	ilvG b4488 b3767	34507		SUBUNIT: Tetramer of two large (IlvG) and two small (IlvM) chains. {ECO:0000250|UniProtKB:P0DP90}.
P10423	IAP_ECOLI	Alkaline phosphatase isozyme conversion protein (EC 3.4.11.-)	iap b2753 JW2723	37920		
P10442	RNH2_ECOLI	Ribonuclease HII (RNase HII) (EC 3.1.26.4)	rnhB b0183 JW0178	21526		
P10805	ENVY_ECOLI	Porin thermoregulatory protein EnvY	envY b0566 JW0555	29019		
P11072	LIT_ECOLI	Cell death peptidase (Bacteriophage T4 late gene expression-blocking protein) (GpLit)	lit b1139 JW1125	33762		
P11446	ARGC_ECOLI	N-acetyl-gamma-glutamyl-phosphate reductase (AGPR) (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase)	argC b3958 JW3930	35952		
P11875	SYR_ECOLI	Arginine--tRNA ligase (EC 6.1.1.19) (Arginyl-tRNA synthetase) (ArgRS)	argS b1876 JW1865	64683		SUBUNIT: Monomer.
P11988	BGLB_ECOLI	6-phospho-beta-glucosidase BglB (EC 3.2.1.86) (Phospho-beta-glucosidase B)	bglB b3721 JW3699	53161		
P11989	BGLG_ECOLI	Cryptic beta-glucoside bgl operon antiterminator	bglG bglC b3723 JW3701	32097	P06710; P0AA04; P08839; P77700	
P12999	BIOC_ECOLI	Malonyl-[acyl-carrier protein] O-methyltransferase (Malonyl-ACP O-methyltransferase) (EC 2.1.1.197) (Biotin synthesis protein BioC)	bioC b0777 JW0760	28276		
P13024	FDHE_ECOLI	Protein FdhE	fdhE b3891 JW3862	34747	P24183; P32176	
P15006	MCRC_ECOLI	Type IV methyl-directed restriction enzyme EcoKMcrBC (EcoKMcrBC) (Protein McrC)	mcrC b4345 JW5789	40590	P15005	
P15070	FLIN_ECOLI	Flagellar motor switch protein FliN	fliN flaN motD b1946 JW1930	14855	P06974	
P15639	PUR9_ECOLI	Bifunctional purine biosynthesis protein PurH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase (EC 2.1.2.3) (AICAR transformylase); IMP cyclohydrolase (EC 3.5.4.10) (ATIC) (IMP synthase) (Inosinicase)]	purH b4006 JW3970	57329		
P15977	MALQ_ECOLI	4-alpha-glucanotransferase (EC 2.4.1.25) (Amylomaltase) (Disproportionating enzyme) (D-enzyme)	malQ malA b3416 JW3379	78503		
P16525	TUS_ECOLI	DNA replication terminus site-binding protein (Ter-binding protein)	tus tau b1610 JW1602	35783		SUBUNIT: Monomer.
P16677	PHNC_ECOLI	Phosphonates import ATP-binding protein PhnC (EC 7.3.2.2)	phnC b4106 JW4067	29431		SUBUNIT: The complex is composed of two ATP-binding proteins (PhnC), two transmembrane proteins (PhnE) and a solute-binding protein (PhnD). {ECO:0000255|HAMAP-Rule:MF_01713}.
P16682	PHND_ECOLI	Phosphonates-binding periplasmic protein	phnD psiD b4105 JW4066	37371		SUBUNIT: The complex is composed of two ATP-binding proteins (PhnC), two transmembrane proteins (PhnE) and a solute-binding protein (PhnD). {ECO:0000305}.
P16689	PHNM_ECOLI	Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase (RPnTP diphosphatase) (EC 3.6.1.63)	phnM b4095 JW4056	42010		
P16690	PHNN_ECOLI	Ribose 1,5-bisphosphate phosphokinase PhnN (EC 2.7.4.23) (Ribose 1,5-bisphosphokinase)	phnN b4094 JW4055	20730		
P16701	CYST_ECOLI	Sulfate transport system permease protein CysT	cysU cysT b2424 JW2417	30292		SUBUNIT: The complex is composed of two ATP-binding proteins (CysA), two transmembrane proteins (CysT and CysW) and a solute-binding protein (CysP). {ECO:0000305}.
P17410	CHBR_ECOLI	HTH-type transcriptional regulator ChbR (Chb operon repressor)	chbR celD b1735 JW1724	32968		SUBUNIT: Homodimer. {ECO:0000305|PubMed:15066032}.
P17583	CYNX_ECOLI	Cyanate transport protein CynX	cynX b0341 JW0332	41361		
P18393	YBDZ_ECOLI	Enterobactin biosynthesis protein YbdZ	ybdZ b4511 JW0577	8271		
P18811	MALI_ECOLI	Maltose regulon regulatory protein MalI	malI b1620 JW1612	36625		
P19317	NARW_ECOLI	Probable nitrate reductase molybdenum cofactor assembly chaperone NarW (Redox enzyme maturation protein NarW)	narW b1466 JW1461	26161	P09152; P11349; P19318; P19319	
P19769	INSK_ECOLI	Putative transposase InsK for insertion sequence element IS150	insK dinS b3558 JW3528	33477		
P19930	HYAD_ECOLI	Hydrogenase 1 maturation protease (EC 3.4.23.-)	hyaD b0975 JW0957	21546	P0ACD8; P00956	
P20605	FIC_ECOLI	Probable protein adenylyltransferase Fic (EC 2.7.7.108) (Cell filamentation protein Fic)	fic b3361 JW3324	22960	P06710	
P21169	DCOR_ECOLI	Constitutive ornithine decarboxylase (EC 4.1.1.17)	speC b2965 JW5482	79416		
P21367	YCAC_ECOLI	Probable hydrolase YcaC (EC 4.-.-.-)	ycaC b0897 JW0880	23100		SUBUNIT: Homooctamer composed of two tetrameric rings. {ECO:0000269|PubMed:9782055}.
P21515	ACPH_ECOLI	Acyl carrier protein phosphodiesterase (ACP phosphodiesterase) (EC 3.1.4.14)	acpH yajB b0404 JW0394	22961		
P21893	RECJ_ECOLI	Single-stranded-DNA-specific exonuclease RecJ (EC 3.1.-.-)	recJ b2892 JW2860	63389	P14294	
P22586	FLIO_ECOLI	Flagellar protein FliO	fliO flaP flbD b1947 JW5316	12670		
P23839	YICC_ECOLI	Endoribonuclease YicC (EC 3.1.26.-)	yicC orfX b3644 JW3619	33175		SUBUNIT: Might interact with PNPase (pnp). {ECO:0000305|PubMed:34210798, ECO:0000305|PubMed:34815358}.
P23841	XAPR_ECOLI	HTH-type transcriptional regulator XapR (Xanthosine operon regulatory protein)	xapR pndR yfeB b2405 JW2396	33627		
P23842	PDEA_ECOLI	Probable cyclic di-GMP phosphodiesterase PdeA (EC 3.1.4.52)	pdeA yfeA b2395 JW5391	83524		
P23898	NLPC_ECOLI	Probable endopeptidase NlpC (EC 3.4.-.-) (ORF-17) (Probable lipoprotein NlpC)	nlpC b1708 JW1698	17283		
P23910	ARAJ_ECOLI	Putative transporter AraJ	araJ b0396 JW0386	41926		
P24174	MANC_ECOLI	Mannose-1-phosphate guanylyltransferase (EC 2.7.7.13) (GDP-mannose pyrophosphorylase) (GMP) (GMPP)	manC cpsB rfbM b2049 JW2034	53016		
P24175	MANB_ECOLI	Phosphomannomutase (PMM) (EC 5.4.2.8)	manB cpsG rfbL b2048 JW2033	50463		
P24180	ACRE_ECOLI	Multidrug export protein AcrE (Acriflavine resistance protein E) (Protein EnvC)	acrE envC b3265 JW3233	41318		SUBUNIT: Part of the tripartite efflux system AcrEF-TolC, which is composed of an inner membrane transporter, AcrF, a periplasmic membrane fusion protein, AcrE, and an outer membrane component, TolC. The complex forms a large protein conduit and can translocate molecules across both the inner and outer membranes (Probable). {ECO:0000305|PubMed:11274125}.
P24181	ACRF_ECOLI	Multidrug export protein AcrF (Acriflavine resistance protein F) (Protein EnvD)	acrF envD b3266 JW3234	111454		SUBUNIT: Part of the tripartite efflux system AcrEF-TolC, which is composed of an inner membrane transporter, AcrF, a periplasmic membrane fusion protein, AcrE, and an outer membrane component, TolC. The complex forms a large protein conduit and can translocate molecules across both the inner and outer membranes (Probable). {ECO:0000305|PubMed:11274125}.
P24200	MCRA_ECOLI	Type IV methyl-directed restriction enzyme EcoKMcrA (EcoKMcrA) (EC 3.1.21.-) (5-methylcytosine-specific restriction enzyme A)	mcrA rglA b1159 JW1145	31390		
P24202	MRR_ECOLI	Type IV methyl-directed restriction enzyme EcoKMrr (EcoKMrr) (Mrr restriction system protein)	mrr b4351 JW4314	33520		
P24218	INTD_ECOLI	Prophage integrase IntD (Prophage DLP12 integrase) (Prophage QSR' integrase)	intD int b0537 JW0525	45090		
P24240	ASCB_ECOLI	6-phospho-beta-glucosidase AscB (EC 3.2.1.86)	ascB b2716 JW2686	53935		
P24241	PTIBC_ECOLI	PTS system arbutin-, cellobiose-, and salicin-specific EIIBC component (EIIBC-Asc) (EII-Asc) [Includes: Arbutin-, cellobiose-, and salicin-specific phosphotransferase enzyme IIB component (EC 2.7.1.-) (PTS system arbutin-, cellobiose-, and salicin-specific EIIB component); Arbutin, cellobiose, and salicin permease IIC component (PTS system arbutin-, cellobiose-, and salicin-specific EIIC component)]	ascF b2715 JW5435	51026		
P24242	ASCG_ECOLI	HTH-type transcriptional regulator AscG (Cryptic asc operon repressor)	ascG b2714 JW5434	36813		
P24244	APPX_ECOLI	Putative cytochrome bd-II ubiquinol oxidase subunit AppX	appX yccB b4592 JW0961.1 b0979.1	3597		SUBUNIT: Able to interact with CydA and CydB upon overexpression.
P25549	ASLA_ECOLI	Putative sulfatase AslA (EC 3.1.6.-)	aslA atsA b3801 JW3773	60718		
P25741	WAAP_ECOLI	Lipopolysaccharide core heptose(I) kinase WaaP (EC 2.7.1.235)	waaP rfaP b3630 JW3605	30872		
P25744	MDTG_ECOLI	Multidrug resistance protein MdtG	mdtG yceE b1053 JW1040	43867		
P25748	GALS_ECOLI	HTH-type transcriptional regulator GalS (Mgl repressor and galactose ultrainduction factor)	galS b2151 JW2138	37357	P03024	SUBUNIT: Homodimer.
P25960	LEP4_ECOLI	Prepilin leader peptidase/N-methyltransferase [Includes: Leader peptidase (EC 3.4.23.43) (Prepilin peptidase); N-methyltransferase (EC 2.1.1.-)]	gspO hofD hopD hopO yheC b3335 JW3297	24957		
P26266	FEPE_ECOLI	Ferric enterobactin transport protein FepE	fepE b0587 JW0579	42100		
P26365	AMIB_ECOLI	N-acetylmuramoyl-L-alanine amidase AmiB (EC 3.5.1.28)	amiB yjeD b4169 JW4127	47985		
P26612	AMY2_ECOLI	Cytoplasmic alpha-amylase (EC 3.2.1.1) (1,4-alpha-D-glucan glucanohydrolase)	amyA yedC b1927 JW1912	56639		SUBUNIT: Monomer. {ECO:0000250}.
P26649	GLGS_ECOLI	Surface composition regulator	glgS scoR b3049 JW3021	7892		
P27111	CYNR_ECOLI	HTH-type transcriptional regulator CynR (Cyn operon transcriptional activator)	cynR b0338 JW5894	32961		
P27126	WAAS_ECOLI	Lipopolysaccharide core biosynthesis protein WaaS	waaS rfaS b3629 JW3604	36730		
P27127	WAAB_ECOLI	Lipopolysaccharide 1,6-galactosyltransferase (EC 2.4.1.-) (UDP-D-galactose:(Glucosyl)lipopolysaccharide-alpha-1,3-D-galactosyltransferase)	waaB rfaB b3628 JW3603	40826		
P27240	WAAY_ECOLI	Lipopolysaccharide core heptose(II) kinase WaaY (EC 2.7.1.-)	waaY rfaY b3625 JW3600	27461		
P27243	RFAL_ECOLI	O-antigen ligase	rfaL waaL b3622 JW3597	46878		
P27247	PLSX_ECOLI	Phosphate acyltransferase (EC 2.3.1.274) (Acyl-ACP phosphotransacylase) (Acyl-[acyl-carrier-protein]--phosphate acyltransferase) (Phosphate-acyl-ACP acyltransferase)	plsX b1090 JW5156	38214		SUBUNIT: Homodimer. Probably interacts with PlsY. {ECO:0000255|HAMAP-Rule:MF_00019}.
P27832	WECD_ECOLI	dTDP-fucosamine acetyltransferase (EC 2.3.1.210) (TDP-fucosamine acetyltransferase) (dTDP-4-amino-4,6-dideoxy-D-galactose acyltransferase)	wecD rffC yifH b3790 JW5597	24220		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_02027}.
P27835	WZYE_ECOLI	Probable ECA polymerase	wzyE wzy b3793 JW3769	51517		SUBUNIT: Probably part of a complex composed of WzxE, WzyE and WzzE. {ECO:0000255|HAMAP-Rule:MF_01003, ECO:0000305|PubMed:16816184}.
P27836	WECG_ECOLI	UDP-N-acetyl-D-mannosaminuronic acid transferase (UDP-ManNAcA transferase) (EC 2.4.1.180)	wecG rffM b3794 JW3770	27928		
P28249	ASMA_ECOLI	Protein AsmA	asmA yegA b2064 JW2049	68963		
P28638	YHDJ_ECOLI	DNA adenine methyltransferase YhdJ (EC 2.1.1.72) (Type II methyltransferase M.EcoKII) (M.EcoKII)	yhdJ b3262 JW5543	33397		
P29012	ALR2_ECOLI	Alanine racemase, catabolic (EC 5.1.1.1)	dadX alnB dadB b1190 JW1179	38845		
P30015	LHR_ECOLI	Probable ATP-dependent helicase Lhr (EC 3.6.4.-) (Large helicase-related protein)	lhr rhlF b1653 JW1645	169381		
P30128	GREB_ECOLI	Transcription elongation factor GreB (Transcript cleavage factor GreB)	greB b3406 JW3369	18527		
P30130	FIMD_ECOLI	Outer membrane usher protein FimD	fimD b4317 JW5780	96482	P31697	
P30136	THIC_ECOLI	Phosphomethylpyrimidine synthase (EC 4.1.99.17) (Hydroxymethylpyrimidine phosphate synthase) (HMP-P synthase) (HMP-phosphate synthase) (HMPP synthase) (Thiamine biosynthesis protein ThiC)	thiC b3994 JW3958	70850		SUBUNIT: Homodimer. {ECO:0000255|HAMAP-Rule:MF_00089}.
P30235	PSUK_ECOLI	Pseudouridine kinase (EC 2.7.1.83)	psuK pscK yeiC b2166 JW2153	33573		
P30859	ARTI_ECOLI	Putative ABC transporter arginine-binding protein 2	artI b0863 JW0847	26930		SUBUNIT: The complex is composed of two ATP-binding proteins (ArtP), two transmembrane proteins (ArtM and ArtQ) and two solute-binding proteins (ArtJ and ArtI). {ECO:0000305|PubMed:8801422}.
P31060	MODF_ECOLI	ABC transporter ATP-binding protein ModF (Photorepair protein PhrA)	modF ORF6 phrA b0760 JW0743	54536		
P31068	FLIH_ECOLI	Flagellar assembly protein FliH	fliH fla AII.3 fla BIII b1940 JW1924	25050		
P31122	SOTB_ECOLI	Sugar efflux transporter	sotB ydeA b1528 JW1521	42538		
P31125	EAMA_ECOLI	Probable amino-acid metabolite efflux pump	eamA ydeD b1533 JW5250	32324		
P31126	YDEE_ECOLI	Uncharacterized MFS-type transporter YdeE	ydeE ydeF b1534 JW1527	42659		
P31436	SETC_ECOLI	Sugar efflux transporter C	setC yicK b3659 JW3633	43493		
P31440	ADEQ_ECOLI	Adenine permease AdeQ	adeQ yicO b3664 JW5636	46934		
P31442	EMRD_ECOLI	Multidrug resistance protein D	emrD yicQ b3673 JW5634	42216		
P31452	PTXC_ECOLI	Phosphotransferase IIC component GlvC (PTS system EIIC component)	glvC ptiC b3683 JW3660	39692		
P31459	DGOK_ECOLI	2-dehydro-3-deoxygalactonokinase (EC 2.7.1.58) (2-keto-3-deoxy-galactonokinase) (2-oxo-3-deoxygalactonate kinase)	dgoK yidV b3693 JW3670	31374		
